file,method,startlineno,endlineno,issue_commit,issue_author,issue_date,issue_title,issue_faultID,changed_commits,practice_lineno,practice_kind,practice_info
requests\models.py,prepare_url,324,399,248d3e9,Hussain,2016-11-16 22:48:45,Fixed issue #3696. Added a test for it as well.,3696,"7f14db17c8612aed71a181b084455b71e130ffc8, fae3f92c34d8d7267de33ecb676b3d5600146257, 402a55b647c852553ff6967403b12f6b6efc0fd8, a83685ce00995808725bd07cb3ce8f785178b5e8, 34af72c87d79bd8852e8564c050dd7711c6a08d6, 0d7de50dbd7eacb0242506454363c71925d7241a, 248d3e9f0f8ea1657d9329f8b188a81ca2a65ecc, 8dd51d22fc42abf98f8e75ff5722f4b0295015e5, 27812eb90248c021d7277a8823dd9c7885f497af, fc8fa1aa265bb14d59c68eb68a179bce17953967, 23d9b077d8b2db9d13c1edd97ffb65b0582631d0, 74609c5c8f94cbae3d3fc72e0b0a53cae19cc29c, a0632d8df045f9e56625a856a14df8941922eced, 599f8343512277671d08e043a0505a82630c641d, f02d0f9e79a3aa3f0b716871f457ceb8f446bdba, bd3cf95e34aa49c8d764c899672048df107e0d70, 3246b1fe172ca3d4f098e85467234ded2f833b31, ca2ebc5b682452bc870efb2f7123feda9a80a8ea, bff8b91638586a8269f79f1bac6e82921702e5b3, 0228851f19aaf4b0f620c74cb08d295329431a3e, a9ec28a1b4288e6368f855f442817633d3a7f7da, b5d2160ef8e5eb0b163a69e33f5deb31ecfabd32, 715a57dec888c850d16b767d7cdab9705fda7292, afcc883d7f5968a8d64ea400335fb47f3f73d042, a776e7cb3e57e56a2d9974b730e6f5e7776751a4, 98a7585fbdc3a9231aad314b7985b170ca3feb42, 94e82e9cc2e7eb9934ed086a69d3b49ddf3ce3eb, 31d10c0b2b693a43581935913c6d8bff4111a8c5",398,reference,query,"str,tuple,PreparedRequest,?"
requests\models.py,prepare_url,324,399,7f14db1,Kenneth Reitz,2017-05-29 12:11:43,new requests namespace,4099,"7f14db17c8612aed71a181b084455b71e130ffc8, fae3f92c34d8d7267de33ecb676b3d5600146257, 402a55b647c852553ff6967403b12f6b6efc0fd8, a83685ce00995808725bd07cb3ce8f785178b5e8, 34af72c87d79bd8852e8564c050dd7711c6a08d6, 0d7de50dbd7eacb0242506454363c71925d7241a, 248d3e9f0f8ea1657d9329f8b188a81ca2a65ecc, 8dd51d22fc42abf98f8e75ff5722f4b0295015e5, 27812eb90248c021d7277a8823dd9c7885f497af, fc8fa1aa265bb14d59c68eb68a179bce17953967, 23d9b077d8b2db9d13c1edd97ffb65b0582631d0, 74609c5c8f94cbae3d3fc72e0b0a53cae19cc29c, a0632d8df045f9e56625a856a14df8941922eced, 599f8343512277671d08e043a0505a82630c641d, f02d0f9e79a3aa3f0b716871f457ceb8f446bdba, bd3cf95e34aa49c8d764c899672048df107e0d70, 3246b1fe172ca3d4f098e85467234ded2f833b31, ca2ebc5b682452bc870efb2f7123feda9a80a8ea, bff8b91638586a8269f79f1bac6e82921702e5b3, 0228851f19aaf4b0f620c74cb08d295329431a3e, a9ec28a1b4288e6368f855f442817633d3a7f7da, b5d2160ef8e5eb0b163a69e33f5deb31ecfabd32, 715a57dec888c850d16b767d7cdab9705fda7292, afcc883d7f5968a8d64ea400335fb47f3f73d042, a776e7cb3e57e56a2d9974b730e6f5e7776751a4, 98a7585fbdc3a9231aad314b7985b170ca3feb42, 94e82e9cc2e7eb9934ed086a69d3b49ddf3ce3eb, 31d10c0b2b693a43581935913c6d8bff4111a8c5",399,reference,url,"module,str,tuple,tuple,PreparedRequest"
requests\models.py,prepare_url,324,399,248d3e9,Hussain,2016-11-16 22:48:45,Fixed issue #3696. Added a test for it as well.,3696,"7f14db17c8612aed71a181b084455b71e130ffc8, fae3f92c34d8d7267de33ecb676b3d5600146257, 402a55b647c852553ff6967403b12f6b6efc0fd8, a83685ce00995808725bd07cb3ce8f785178b5e8, 34af72c87d79bd8852e8564c050dd7711c6a08d6, 0d7de50dbd7eacb0242506454363c71925d7241a, 248d3e9f0f8ea1657d9329f8b188a81ca2a65ecc, 8dd51d22fc42abf98f8e75ff5722f4b0295015e5, 27812eb90248c021d7277a8823dd9c7885f497af, fc8fa1aa265bb14d59c68eb68a179bce17953967, 23d9b077d8b2db9d13c1edd97ffb65b0582631d0, 74609c5c8f94cbae3d3fc72e0b0a53cae19cc29c, a0632d8df045f9e56625a856a14df8941922eced, 599f8343512277671d08e043a0505a82630c641d, f02d0f9e79a3aa3f0b716871f457ceb8f446bdba, bd3cf95e34aa49c8d764c899672048df107e0d70, 3246b1fe172ca3d4f098e85467234ded2f833b31, ca2ebc5b682452bc870efb2f7123feda9a80a8ea, bff8b91638586a8269f79f1bac6e82921702e5b3, 0228851f19aaf4b0f620c74cb08d295329431a3e, a9ec28a1b4288e6368f855f442817633d3a7f7da, b5d2160ef8e5eb0b163a69e33f5deb31ecfabd32, 715a57dec888c850d16b767d7cdab9705fda7292, afcc883d7f5968a8d64ea400335fb47f3f73d042, a776e7cb3e57e56a2d9974b730e6f5e7776751a4, 98a7585fbdc3a9231aad314b7985b170ca3feb42, 94e82e9cc2e7eb9934ed086a69d3b49ddf3ce3eb, 31d10c0b2b693a43581935913c6d8bff4111a8c5",399,reference,url,"module,str,tuple,tuple,PreparedRequest"
requests\models.py,prepare_body,409,462,31b35ab,Nate Prewitt,2016-09-21 10:19:44,removing redundant logic from prepare_content_length,3545,"40402cd0dd044b640b984d25233e1095fae9ec16, 548a03acef3238389b1cce95131a0511d5c82211, 31b35ab838dfab92ea199a2688fefb74215aa7e9, 52c0daff5f87adb1e89678139fdd054c8005e580, 9ff2e43cd6de340c152145adc0e922f94e0aaf1c, 386382b18caab6a3a8a111fa8e24875dca27b0aa, 4c82dbab6fc3ad4b66babb1b01d21a26db602579, 6f6b2fd1d5ca6b281a841e8a31e32eb6c34c429b, 7a0cd16c1a5be16f3df395ee12ed11d0ddde7837, 37037607b5f3da32ff1897caca3c38e210f04c37, 395a3e888506d3713dba030b73adc21ca99a305c, ab84f9be5740d4649d734e73b84f17f85e52ffc9, 8ed941fa6991355753e698f6b253096d57f6c7e4, 402f3b4993fe8d0626fcffcbfc30caf671b65df3, b34a496649667b9324caa634cb17e726e0cce1a5, 8f17741849edb5e7eba0356f90cb17e43c938a2f, 5ab79e2514b663ac8e0a82981efe0a5e69efe01c, 3faff0b8ea2c3c7d87272971893234e26a01d9fc, 24819e8aae62170ed2c8439e400cc16423207660, 8a42d5fb41cbca27f64ced4b8f087fb1001fac23, 4f64938ff02438bf6b1e379371f5182d48397c32, e7c9bbb96f8cebe873e26bf2f5f306c130e98e7d, 1d5c4f3f0f49e04165303952ccc5fd1c70aee7c1, 89c8cbbe0c8e1db50746ca0f5e68c754ec2d50b2, ef8563ab36c6b52834ee9c35f6f75a424cd9ceef, a197309e214ad060cd5f084ab47f6d04f09cf68b, 2161d8f78d71f619c07132add0b1966f62e40c6f",426,reference,basestring,"tuple,function"
requests\models.py,_encode_files,101,158,b8a5770,Alexander Hermes,2016-03-29 11:57:47,Update docstring and API doc to document ability to add per-file headers in multipart POST,1640,"b7809acb473cf084b467b0ec0a524c50bcbe225f, b8a577050dc4345b87afc0cd67193537fac41350, 74609c5c8f94cbae3d3fc72e0b0a53cae19cc29c, ec700a9a1338975cbd340001091aa2c6d98c8988, 9dd823c289faca0d496ef71f25d36216d2259ca3, f75ee9fb6e9c651ce49a438634b6e9ced0560e1b, 003c795afed5f3b12c3ea8af12affbeb1218d7da, e7247ce3f6d8115a6bc191e5ef816e04da82aa25, f37b9684756b9c495fdcea1db3b6edd6a76b6d47, 20b10aed1bbe277745a74953b6dc73290bfa82fa, 0569fe44d804765a52b54c93835c5057e67d1751, 86b39bf3e33c174f5535207082ccac64aaf7aa45, 6d418d91324c77c6b131abcdbe7a82095ea074dc, f48c78c9eebde590dfadc7f0d89e1de1ed9f85b3, f01694e2743c9883ca316d3abd8d2385d5c5f37e, dee3693ea004e2f859e4fba4cfedb376e4d0bb2b, cfa627ae62cebff20edf0816ce327c61603ef6a8, 55bf436f8f6612f627cf0f562dd5d36e26e17c68, 1722f289711e3d03b0e00fb548f3e8ea92544775, 5ff165a1e2b30d5568c058b11139038963b4f979, 1efd06a87da37c074f7590ff5968090d849cea3f, 46b6207f05f0f91c88a69156f88afa7e92c560cf, 42ddc4c9e8faff8103adf1e083f0260945357646, 3288426f2bb4fc52f58ea6422444bc013ce31a8c, ed7b14899fcc196acb5631819585dcc2be1b41f7, 324336e7f6e45ef3d97a2e64be95b5e604b393d3",112,reference,basestring,"tuple,function"
requests\models.py,_encode_files,101,158,b8a5770,Alexander Hermes,2016-03-29 11:57:47,Update docstring and API doc to document ability to add per-file headers in multipart POST,1640,"b7809acb473cf084b467b0ec0a524c50bcbe225f, b8a577050dc4345b87afc0cd67193537fac41350, 74609c5c8f94cbae3d3fc72e0b0a53cae19cc29c, ec700a9a1338975cbd340001091aa2c6d98c8988, 9dd823c289faca0d496ef71f25d36216d2259ca3, f75ee9fb6e9c651ce49a438634b6e9ced0560e1b, 003c795afed5f3b12c3ea8af12affbeb1218d7da, e7247ce3f6d8115a6bc191e5ef816e04da82aa25, f37b9684756b9c495fdcea1db3b6edd6a76b6d47, 20b10aed1bbe277745a74953b6dc73290bfa82fa, 0569fe44d804765a52b54c93835c5057e67d1751, 86b39bf3e33c174f5535207082ccac64aaf7aa45, 6d418d91324c77c6b131abcdbe7a82095ea074dc, f48c78c9eebde590dfadc7f0d89e1de1ed9f85b3, f01694e2743c9883ca316d3abd8d2385d5c5f37e, dee3693ea004e2f859e4fba4cfedb376e4d0bb2b, cfa627ae62cebff20edf0816ce327c61603ef6a8, 55bf436f8f6612f627cf0f562dd5d36e26e17c68, 1722f289711e3d03b0e00fb548f3e8ea92544775, 5ff165a1e2b30d5568c058b11139038963b4f979, 1efd06a87da37c074f7590ff5968090d849cea3f, 46b6207f05f0f91c88a69156f88afa7e92c560cf, 42ddc4c9e8faff8103adf1e083f0260945357646, 3288426f2bb4fc52f58ea6422444bc013ce31a8c, ed7b14899fcc196acb5631819585dcc2be1b41f7, 324336e7f6e45ef3d97a2e64be95b5e604b393d3",120,reference,basestring,"tuple,function"
requests\models.py,prepare_body,409,462,31b35ab,Nate Prewitt,2016-09-21 10:19:44,removing redundant logic from prepare_content_length,3545,"40402cd0dd044b640b984d25233e1095fae9ec16, 548a03acef3238389b1cce95131a0511d5c82211, 31b35ab838dfab92ea199a2688fefb74215aa7e9, 52c0daff5f87adb1e89678139fdd054c8005e580, 9ff2e43cd6de340c152145adc0e922f94e0aaf1c, 386382b18caab6a3a8a111fa8e24875dca27b0aa, 4c82dbab6fc3ad4b66babb1b01d21a26db602579, 6f6b2fd1d5ca6b281a841e8a31e32eb6c34c429b, 7a0cd16c1a5be16f3df395ee12ed11d0ddde7837, 37037607b5f3da32ff1897caca3c38e210f04c37, 395a3e888506d3713dba030b73adc21ca99a305c, ab84f9be5740d4649d734e73b84f17f85e52ffc9, 8ed941fa6991355753e698f6b253096d57f6c7e4, 402f3b4993fe8d0626fcffcbfc30caf671b65df3, b34a496649667b9324caa634cb17e726e0cce1a5, 8f17741849edb5e7eba0356f90cb17e43c938a2f, 5ab79e2514b663ac8e0a82981efe0a5e69efe01c, 3faff0b8ea2c3c7d87272971893234e26a01d9fc, 24819e8aae62170ed2c8439e400cc16423207660, 8a42d5fb41cbca27f64ced4b8f087fb1001fac23, 4f64938ff02438bf6b1e379371f5182d48397c32, e7c9bbb96f8cebe873e26bf2f5f306c130e98e7d, 1d5c4f3f0f49e04165303952ccc5fd1c70aee7c1, 89c8cbbe0c8e1db50746ca0f5e68c754ec2d50b2, ef8563ab36c6b52834ee9c35f6f75a424cd9ceef, a197309e214ad060cd5f084ab47f6d04f09cf68b, 2161d8f78d71f619c07132add0b1966f62e40c6f",451,reference,basestring,"tuple,function"
requests\models.py,prepare_body,409,462,31b35ab,Nate Prewitt,2016-09-21 10:19:44,removing redundant logic from prepare_content_length,3545,"40402cd0dd044b640b984d25233e1095fae9ec16, 548a03acef3238389b1cce95131a0511d5c82211, 31b35ab838dfab92ea199a2688fefb74215aa7e9, 52c0daff5f87adb1e89678139fdd054c8005e580, 9ff2e43cd6de340c152145adc0e922f94e0aaf1c, 386382b18caab6a3a8a111fa8e24875dca27b0aa, 4c82dbab6fc3ad4b66babb1b01d21a26db602579, 6f6b2fd1d5ca6b281a841e8a31e32eb6c34c429b, 7a0cd16c1a5be16f3df395ee12ed11d0ddde7837, 37037607b5f3da32ff1897caca3c38e210f04c37, 395a3e888506d3713dba030b73adc21ca99a305c, ab84f9be5740d4649d734e73b84f17f85e52ffc9, 8ed941fa6991355753e698f6b253096d57f6c7e4, 402f3b4993fe8d0626fcffcbfc30caf671b65df3, b34a496649667b9324caa634cb17e726e0cce1a5, 8f17741849edb5e7eba0356f90cb17e43c938a2f, 5ab79e2514b663ac8e0a82981efe0a5e69efe01c, 3faff0b8ea2c3c7d87272971893234e26a01d9fc, 24819e8aae62170ed2c8439e400cc16423207660, 8a42d5fb41cbca27f64ced4b8f087fb1001fac23, 4f64938ff02438bf6b1e379371f5182d48397c32, e7c9bbb96f8cebe873e26bf2f5f306c130e98e7d, 1d5c4f3f0f49e04165303952ccc5fd1c70aee7c1, 89c8cbbe0c8e1db50746ca0f5e68c754ec2d50b2, ef8563ab36c6b52834ee9c35f6f75a424cd9ceef, a197309e214ad060cd5f084ab47f6d04f09cf68b, 2161d8f78d71f619c07132add0b1966f62e40c6f",456,reference,body,"str,PreparedRequest,None,?"
requests\models.py,prepare_content_length,464,474,31b35ab,Nate Prewitt,2016-09-21 10:19:44,removing redundant logic from prepare_content_length,3545,"31b35ab838dfab92ea199a2688fefb74215aa7e9, fb230709a8d35d8d2973eab3365cb8f9664cfa90, ee50afef59ca47879144448ae056a2836f3d4534, 8a42d5fb41cbca27f64ced4b8f087fb1001fac23, 0cd23d8d6e9fee70e4cc51c37e0b6a111411f2c0, 1d5c4f3f0f49e04165303952ccc5fd1c70aee7c1, be62645dd56580dd7576032b348cf79d880851d8, 544d08d0f61c35358cf13b4a6b677e4e51dbbe7e, 8d8865aadb9c76863820c87431229d20e5c23a70, f7c10ca74d0230ad4ece986a9cc4a2ebcb9136bf, 44b1e7ebeabdf28ad1abccca1ef06eefe84d334c",465,reference,body,"str,PreparedRequest"
requests\models.py,prepare_content_length,464,474,31b35ab,Nate Prewitt,2016-09-21 10:19:44,removing redundant logic from prepare_content_length,3545,"31b35ab838dfab92ea199a2688fefb74215aa7e9, fb230709a8d35d8d2973eab3365cb8f9664cfa90, ee50afef59ca47879144448ae056a2836f3d4534, 8a42d5fb41cbca27f64ced4b8f087fb1001fac23, 0cd23d8d6e9fee70e4cc51c37e0b6a111411f2c0, 1d5c4f3f0f49e04165303952ccc5fd1c70aee7c1, be62645dd56580dd7576032b348cf79d880851d8, 544d08d0f61c35358cf13b4a6b677e4e51dbbe7e, 8d8865aadb9c76863820c87431229d20e5c23a70, f7c10ca74d0230ad4ece986a9cc4a2ebcb9136bf, 44b1e7ebeabdf28ad1abccca1ef06eefe84d334c",465,reference,body,"str,PreparedRequest"
requests\models.py,prepare_content_length,464,474,31b35ab,Nate Prewitt,2016-09-21 10:19:44,removing redundant logic from prepare_content_length,3545,"31b35ab838dfab92ea199a2688fefb74215aa7e9, fb230709a8d35d8d2973eab3365cb8f9664cfa90, ee50afef59ca47879144448ae056a2836f3d4534, 8a42d5fb41cbca27f64ced4b8f087fb1001fac23, 0cd23d8d6e9fee70e4cc51c37e0b6a111411f2c0, 1d5c4f3f0f49e04165303952ccc5fd1c70aee7c1, be62645dd56580dd7576032b348cf79d880851d8, 544d08d0f61c35358cf13b4a6b677e4e51dbbe7e, 8d8865aadb9c76863820c87431229d20e5c23a70, f7c10ca74d0230ad4ece986a9cc4a2ebcb9136bf, 44b1e7ebeabdf28ad1abccca1ef06eefe84d334c",466,reference,body,"str,PreparedRequest"
requests\models.py,prepare_content_length,464,474,31b35ab,Nate Prewitt,2016-09-21 10:19:44,removing redundant logic from prepare_content_length,3545,"31b35ab838dfab92ea199a2688fefb74215aa7e9, fb230709a8d35d8d2973eab3365cb8f9664cfa90, ee50afef59ca47879144448ae056a2836f3d4534, 8a42d5fb41cbca27f64ced4b8f087fb1001fac23, 0cd23d8d6e9fee70e4cc51c37e0b6a111411f2c0, 1d5c4f3f0f49e04165303952ccc5fd1c70aee7c1, be62645dd56580dd7576032b348cf79d880851d8, 544d08d0f61c35358cf13b4a6b677e4e51dbbe7e, 8d8865aadb9c76863820c87431229d20e5c23a70, f7c10ca74d0230ad4ece986a9cc4a2ebcb9136bf, 44b1e7ebeabdf28ad1abccca1ef06eefe84d334c",467,reference,body,"str,PreparedRequest"
requests\models.py,prepare_content_length,464,474,31b35ab,Nate Prewitt,2016-09-21 10:19:44,removing redundant logic from prepare_content_length,3545,"31b35ab838dfab92ea199a2688fefb74215aa7e9, fb230709a8d35d8d2973eab3365cb8f9664cfa90, ee50afef59ca47879144448ae056a2836f3d4534, 8a42d5fb41cbca27f64ced4b8f087fb1001fac23, 0cd23d8d6e9fee70e4cc51c37e0b6a111411f2c0, 1d5c4f3f0f49e04165303952ccc5fd1c70aee7c1, be62645dd56580dd7576032b348cf79d880851d8, 544d08d0f61c35358cf13b4a6b677e4e51dbbe7e, 8d8865aadb9c76863820c87431229d20e5c23a70, f7c10ca74d0230ad4ece986a9cc4a2ebcb9136bf, 44b1e7ebeabdf28ad1abccca1ef06eefe84d334c",468,reference,body,"str,PreparedRequest"
requests\models.py,prepare_content_length,464,474,31b35ab,Nate Prewitt,2016-09-21 10:19:44,removing redundant logic from prepare_content_length,3545,"31b35ab838dfab92ea199a2688fefb74215aa7e9, fb230709a8d35d8d2973eab3365cb8f9664cfa90, ee50afef59ca47879144448ae056a2836f3d4534, 8a42d5fb41cbca27f64ced4b8f087fb1001fac23, 0cd23d8d6e9fee70e4cc51c37e0b6a111411f2c0, 1d5c4f3f0f49e04165303952ccc5fd1c70aee7c1, be62645dd56580dd7576032b348cf79d880851d8, 544d08d0f61c35358cf13b4a6b677e4e51dbbe7e, 8d8865aadb9c76863820c87431229d20e5c23a70, f7c10ca74d0230ad4ece986a9cc4a2ebcb9136bf, 44b1e7ebeabdf28ad1abccca1ef06eefe84d334c",469,reference,body,"str,PreparedRequest"
requests\models.py,prepare_content_length,464,474,31b35ab,Nate Prewitt,2016-09-21 10:19:44,removing redundant logic from prepare_content_length,3545,"31b35ab838dfab92ea199a2688fefb74215aa7e9, fb230709a8d35d8d2973eab3365cb8f9664cfa90, ee50afef59ca47879144448ae056a2836f3d4534, 8a42d5fb41cbca27f64ced4b8f087fb1001fac23, 0cd23d8d6e9fee70e4cc51c37e0b6a111411f2c0, 1d5c4f3f0f49e04165303952ccc5fd1c70aee7c1, be62645dd56580dd7576032b348cf79d880851d8, 544d08d0f61c35358cf13b4a6b677e4e51dbbe7e, 8d8865aadb9c76863820c87431229d20e5c23a70, f7c10ca74d0230ad4ece986a9cc4a2ebcb9136bf, 44b1e7ebeabdf28ad1abccca1ef06eefe84d334c",470,reference,body,"str,PreparedRequest"
requests\models.py,prepare_body,409,462,31b35ab,Nate Prewitt,2016-09-21 10:19:44,removing redundant logic from prepare_content_length,3545,"40402cd0dd044b640b984d25233e1095fae9ec16, 548a03acef3238389b1cce95131a0511d5c82211, 31b35ab838dfab92ea199a2688fefb74215aa7e9, 52c0daff5f87adb1e89678139fdd054c8005e580, 9ff2e43cd6de340c152145adc0e922f94e0aaf1c, 386382b18caab6a3a8a111fa8e24875dca27b0aa, 4c82dbab6fc3ad4b66babb1b01d21a26db602579, 6f6b2fd1d5ca6b281a841e8a31e32eb6c34c429b, 7a0cd16c1a5be16f3df395ee12ed11d0ddde7837, 37037607b5f3da32ff1897caca3c38e210f04c37, 395a3e888506d3713dba030b73adc21ca99a305c, ab84f9be5740d4649d734e73b84f17f85e52ffc9, 8ed941fa6991355753e698f6b253096d57f6c7e4, 402f3b4993fe8d0626fcffcbfc30caf671b65df3, b34a496649667b9324caa634cb17e726e0cce1a5, 8f17741849edb5e7eba0356f90cb17e43c938a2f, 5ab79e2514b663ac8e0a82981efe0a5e69efe01c, 3faff0b8ea2c3c7d87272971893234e26a01d9fc, 24819e8aae62170ed2c8439e400cc16423207660, 8a42d5fb41cbca27f64ced4b8f087fb1001fac23, 4f64938ff02438bf6b1e379371f5182d48397c32, e7c9bbb96f8cebe873e26bf2f5f306c130e98e7d, 1d5c4f3f0f49e04165303952ccc5fd1c70aee7c1, 89c8cbbe0c8e1db50746ca0f5e68c754ec2d50b2, ef8563ab36c6b52834ee9c35f6f75a424cd9ceef, a197309e214ad060cd5f084ab47f6d04f09cf68b, 2161d8f78d71f619c07132add0b1966f62e40c6f",462,reference,body,"str,PreparedRequest,None,?"
requests\models.py,raise_for_status,828,840,7700eca,Andrii Kostenko,2016-07-05 17:01:19,Support responses like `HTTP/1.1 404 Unicode chars` (#3385),3385,"2e1086f5b4fe1caf507abfb6cd2ac0c2ad420e26, cd056cd62109e1b6af16031cf9bc57cb5c38bbbf, 7700ecae14930fd078e28e35425661d46778bfa9, e3bdec5934a4bdd00405acbb714aec81980f6097, c4f9340fb4df41d7a8be66ee41c40bfed64ec6d6, 0bee888f73ea5c32547e6d684ad778f6fd0edeb0, ab27027aa8916e6e199bbb35083beb5d6339f6aa, 204649521bf8d165690b78a349d0f7c10d03bb99, c485928a9f964632cd9556607889aeb1379846b8, 6eb1ac44527e40f26f078d336b4ad6838798432b, 0a1e527aec37b7c419a9bb976e3fcf3514570448, 2c55d269ce87d405c1bafbbcdc797c62a401167d, e0d1b09ffe01d8de3f144fa02bae7071c0b25da2, dac050bf403749524e025b1cae697a61dc592217, cfc19b4ddea93926d99619d9cb6e3db68f6c5fc3, 645933a5da8a6554045f918bfca7798bed7c4b7c, a3cc97128b9511659e136afb9b3fa42ae7490bda, 882ea76aa994918d3a62d9f31ad88533edd3ba03, 6e13e7343d2d1a37fe61365c7658984bcf4d9194",839,reference,http_error_msg,"str,tuple"
requests\sessions.py,resolve_redirects,91,201,7f14db1,Kenneth Reitz,2017-05-29 12:11:43,new requests namespace,4099,"7f14db17c8612aed71a181b084455b71e130ffc8, a7239aab84b59534fb5e6eb7b83a97dcf913f8de, a3e597c17112da2d9520e27e09159c29ac4b8351, 40402cd0dd044b640b984d25233e1095fae9ec16, f24d56a1ce658a20577517d05bcb92e44e3ffc53, 6a8a480d6c535e8fd52526875296576c5309203c, e6f218f3f6c365bc919218fae9d0726473043079, f7c85685a8e484715649c13bacae6adc7f5f3908, 3bd8afbff29e50b38f889b2f688785a669b9aafc, 27c83f71770a2a64d56b7d53f9cc67f53cf70ccd, c7e087cf562d173ec62fa384aa028746798f96c8, 2fc6e8a894a5378dd16b2653df9ccf875d0bddf8, df641e74ffa294d30f0cc9bf951b7f9614aac18d, c3444f8c7abdda2642f59109d6961bdf8511f38c, ec3a2e6f04a6e268cbae747e9f1ff6ea4217f8b2, 22433163b35bb451e4804b8d757ef25d58e1171a, 4d8cb3244e8e4f84b250c10a48e025f9a8bf6137, 97cf16e958a948ecf30c3019ae94f2e7ec7dcb7f, 0caa2432123bab2d991e635ce558226d019d7bc7, f74f5e3ebf0943163cd21b93fb682f790277aa19, d9f34c6848b9b313beefa7d3ce05f52fdea28c27, 326a22e8880c1dba52698a479eb7b6038d5b2e87, 8b792be81bfaa79fde1ee8de3b72e4e07ef4f6c1, e8bdcdb0a754ce3ec46fe167dfbd0e23f22e5ff7, 8bfe0d873f382ec92e4000084bb7e00505bc29b2, 3369d87da96e38772faa773b755189320ab5b81c, 470af31f4a5e9edfae1c818f5104ee83f5f541cb, 4972133a9bcbf98182a26d796e98c74453a224f9, 0cd6959f1907dc50423ca147fa797f17a64d26af, d22eaf96e2a1c64bc29579a072f67d2a9c758ef8, 39fe0068aa657764778782ce4ca11d5e3ee08c66, 286ddb672d3ff39b1807402a7d9ca569a86516d6, 716b627c1e7c86af722affe973a11df4d5812a1b, 72e155e529ae9f1892c5dffb5a021fa36ca0243e, e715d7184b98f6c2a8c4810e7524e2e9a5a033c3, 2b6ebd25215b528c2cad3749973084276d9d74a8, 49a3664222d9e17ab83d089e4d1b1e30c998f59c, d22ac00098475367ea0c0725d7db94d7967b09b1, 88177ec33fa0846aea0ecb121ffbb041c5f09cdc, 120a2f385a4d1b652451e6a6d8dc618437f72529, 5bb2be9a2300ccc3c1901d2f85afb79cfb9e02f1, 796d3225ddf08a9ebaa429209b9d077c3a8f99b8, 2e3169615636ceffc7aa85469464470c11d3a85e, 9cdc8325ae8ace6fe3b09eb78751d6912410e9cc, 9c8660dbb6e5d9b8694447e91e7936161f868ab0, e7bc9bf1b2c8abb51b56981548632baed3b4fb87, e2ad0d0fe8f4bff1640417f67e7e321f030c1bed, 3299771e3497199adda6ad6354f78742806cd320, 3299771e3497199adda6ad6354f78742806cd320, b07c1ebd859a32e1203c1d4ef27f1fb9e154e55e, a95bfd30324b59f54de7b18ae6209aecfe5c87fc, e771aa93861355a704fa6650d59e14256ea0ee89, 9d33629b6d3f4ed3a2ee0f413090b48fa10e8560, 1451ba0c6d395c41f86da35036fa361c3a41bc90, 4c3b9df6091b65d8c72763222bd5fdefb7231149, 899c9a9522e963be6153da78937babf85b07857f, 4bad1285b695771154eb9d17f42d49cfd6419538, f44bb31bec2d36d113f642640f384832114ab7fb, b1bcaecc66c5bbead66b74c565771fa4fa5cf6cc, 0d183c41a9ea3afd22e789932d43c7c111eb8ef5",127,reference,url,"str,tuple,?"
